id,host_name,latitude,longitude,price,availability_30,number_of_reviews,minimum_nights,last_scraped,room_type,city,listing_date,listing_time
21853,Abdel,40.40381,-3.7413,$29.00,0,33,4,2025-03-11,Private room,Madrid,2025-04-30,00:00:00
30320,Dana,40.41476,-3.70418,,0,172,5,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
30959,Angela,40.41259,-3.70105,,0,8,3,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
40916,Dana,40.42247,-3.70577,,0,49,5,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
62423,Arturo,40.41884,-3.69655,$77.00,12,227,1,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
70059,Diana,40.42381,-3.71038,$66.00,16,61,15,2025-03-06,Entire home/apt,Madrid,2025-04-29,00:00:00
70310,Raquel,40.42252,-3.7025,$89.00,25,29,30,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
72150,Vin,40.4115,-3.70449,$173.00,20,126,3,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
82481,Mercedes,40.42342,-3.68123,,0,105,3,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
84719,Felipe,40.40866,-3.70374,$72.00,14,184,7,2025-03-08,Entire home/apt,Madrid,2025-04-30,00:00:00
86042,Vin,40.40939,-3.69812,$189.00,24,222,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
595055,Teresa,40.39523,-3.7132,$20.00,0,19,2,2025-03-06,Private room,Madrid,2025-04-29,00:00:00
598771,Miguel,40.40661,-3.6952,$94.00,5,100,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
599134,Lara,40.41596,-3.70846,,0,7,30,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
605339,Ivaylo,40.40743,-3.74293,$35.00,14,280,3,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
608742,Cristina,40.41744,-3.70873,$89.00,7,688,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
610675,María,40.41769,-3.69974,,0,7,3,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
616027,Sonia,40.43922,-3.67574,,0,74,1,2025-03-07,Private room,Madrid,2025-04-30,00:00:00
618576,Cristina,40.41771,-3.70925,$90.00,0,498,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
625566,Ainhoa,40.40349,-3.70418,,0,25,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
100411,Diana,40.50044,-3.67032,,0,3,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
102040,Carlos Alberto,40.43422,-3.64196,,0,0,3,2025-03-10,Private room,Madrid,2025-04-30,00:00:00
114854,Maria,40.4382,-3.69389,$87.00,0,183,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
136058,Cinthia,40.35761,-3.69723,$24.00,0,97,1,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
163429,Sonia,40.43765,-3.70408,,27,8,90,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
167183,Consuelo,40.45575,-3.64912,$86.00,27,45,1,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
196197,Meyling,40.41235,-3.70967,$82.00,6,468,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
198296,Santi,40.42589,-3.70565,$170.00,8,82,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
199016,Santi,40.4257,-3.70383,$48.00,20,58,3,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
628394,Pullover,40.41730117797852,-3.702075958251953,$351.00,12,85,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
631737,Esther,40.47143,-3.6748,,0,1,3,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
643471,Juan Jesus,40.41256,-3.70373,,0,48,5,2025-03-07,Private room,Madrid,2025-04-29,00:00:00
644656,Lili,40.42432,-3.6399,$35.00,0,4,7,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
655514,Lili,40.42432,-3.6399,$30.00,0,5,4,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
663761,Fran&Joni,40.37093,-3.62298,,0,4,1,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
668753,Iguacel,40.43287,-3.7007,$46.00,2,81,4,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
683969,KMitocondria,40.37609,-3.74279,,0,0,1,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
684564,Xavier,40.41747,-3.70979,$229.00,29,171,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
689099,Mercedes,40.47444,-3.67135,,0,15,1,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
199201,Henrietta,40.41319,-3.7024,$120.00,5,209,3,2025-03-06,Private room,Madrid,2025-04-30,00:00:00
200828,Maite,40.43201,-3.68358,,0,0,14,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
204570,Alex,40.4152,-3.69668,$177.00,0,105,12,2025-03-12,Entire home/apt,Madrid,2025-04-29,00:00:00
205199,Nuria,40.42116,-3.70384,$86.00,0,361,15,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
211444,Jon,40.45959,-3.64699,$68.00,19,221,2,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
221017,Davinia,40.4131,-3.70086,,0,60,2,2025-03-10,Entire home/apt,Madrid,2025-04-30,00:00:00
225489,Eva,40.43595,-3.70706,,0,30,25,2025-03-10,Private room,Madrid,2025-04-29,00:00:00
229664,Sergio,40.4078,-3.70085,$57.00,6,553,10,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
696928,Claudia,40.43003,-3.67429,$75.00,30,102,2,2025-03-06,Private room,Madrid,2025-04-29,00:00:00
704155,José,40.41389,-3.70461,$87.00,3,416,1,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
709208,Luz,40.41697,-3.70732,$88.00,8,811,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
710156,Sara,40.45319,-3.592383,,0,194,1,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
716292,Paloma,40.42616,-3.70263,$118.00,2,112,7,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
717313,Arman,40.41222,-3.71365,$114.00,6,262,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
721377,Lucrecia,40.50069,-3.68994,$100.00,0,46,7,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
723088,Norah,40.42536,-3.69887,$160.00,17,241,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
727588,Irma,40.39368,-3.66975,,0,31,30,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
233011,Davinia,40.41175,-3.70021,$71.00,6,73,2,2025-03-08,Entire home/apt,Madrid,2025-04-29,00:00:00
256004,Anna,40.41428,-3.70767,$113.00,0,214,3,2025-03-08,Private room,Madrid,2025-03-08,00:00:00
258713,Azucena,40.39627,-3.69926,$110.00,0,77,4,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
260951,Angela,40.47189,-3.62966,,0,142,3,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
261878,Alvaro,40.42377853393555,-3.702780961990357,$138.00,8,661,1,2025-03-12,Entire home/apt,Madrid,2025-04-29,00:00:00
263748,Angela,40.47142,-3.62881,$91.00,12,153,2,2025-03-05,Entire home/apt,Madrid,2025-03-05,00:00:00
730502,Rocio,40.41826,-3.71244,$131.00,9,95,5,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
733365,Charo,40.43653,-3.70421,$41.00,6,113,3,2025-03-05,Private room,Madrid,2025-04-29,00:00:00
734053,Elisa,40.41731,-3.6731,$45.00,1,16,30,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
745664,Fernando,40.40449,-3.70463,$40.00,6,517,3,2025-03-12,Private room,Madrid,2025-04-29,00:00:00
747873,Matias,40.42329,-3.70833,$106.00,7,394,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
748627,Angeles,40.40678,-3.69915,,30,48,180,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
748854,Margarita,40.40333,-3.7025,$34.00,7,206,5,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
749957,Luisa,40.42796,-3.72054,$64.00,0,40,15,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
750257,Dana,40.42057,-3.70486,,0,23,5,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
272279,Enrique,40.4093,-3.70884,,0,243,5,2025-03-10,Entire home/apt,Madrid,2025-04-29,00:00:00
280733,Gabriel,40.42457,-3.70802,$129.00,2,70,1,2025-03-08,Entire home/apt,Madrid,2025-04-29,00:00:00
281224,Pe,40.41685,-3.70882,$129.00,21,136,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
287660,Juanpe,40.42683,-3.71108,,0,11,1,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
289555,Myrko,40.41849,-3.70743,$160.00,30,191,4,2025-03-08,Private room,Madrid,2025-03-08,00:00:00
310333,Paloma,40.40908377002321,-3.6951428069820658,$63.00,28,181,186,2025-03-12,Entire home/apt,Madrid,2025-04-29,00:00:00
336672,Jesús,40.39516,-3.69309,,0,198,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
751527,Juan Antonio,40.42482,-3.71084,$243.00,1,103,5,2025-03-07,Entire home/apt,Madrid,2025-04-30,00:00:00
751530,Consuelo,40.41429,-3.70649,$62.00,2,598,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
752424,Miguel,40.40687,-3.70917,$277.00,27,116,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
752883,Cristina,40.40788,-3.73147,$43.00,23,0,200,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
754678,Domingo,40.41382,-3.69514,$144.00,3,414,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
755587,Consuelo,40.41497,-3.70853,$62.00,0,557,3,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
758670,Danna Elizabeth,40.4267,-3.61631,,0,29,28,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
760482,Smart Apartments Madrid,40.45989,-3.69472,,0,108,3,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
336834,Helena,40.42242,-3.69562,$84.00,9,62,5,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
339144,Pau&Patricia,40.42838,-3.70345,$90.00,2,148,25,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
339171,Cesar,40.41285,-3.69553,$120.00,1,207,3,2025-03-06,Entire home/apt,Madrid,2025-04-29,00:00:00
342095,Elena,40.41015,-3.69797,$95.00,1,49,5,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
354838,Juanpe,40.4249,-3.7097,,0,38,20,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
361053,Ana,40.40988,-3.67503,$97.00,0,289,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
363476,Bibiana,40.41676,-3.70682,$52.00,5,618,2,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
371532,Olga,40.41944,-3.70945,$90.00,0,173,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
761159,Alberto,40.41399,-3.70776,$70.00,2,625,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
763214,Maria,40.40883973425041,-3.71506993463148,$100.00,16,233,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
768311,Begoña,40.41166,-3.71007,$80.00,3,285,1,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
772646,José,40.41403,-3.70453,$101.00,7,302,1,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
780397,Alvaro,40.40115,-3.69657,$141.00,0,22,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
780743,Abdul,40.42398,-3.70451,$42.00,30,30,3,2025-03-08,Private room,Madrid,2025-04-30,00:00:00
793618,Heima,40.41027,-3.7122,$259.00,2,494,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
793622,Jorge,40.42162,-3.71158,$91.00,0,46,7,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
797030,Willem,40.43602,-3.63506,$66.00,2,336,4,2025-03-05,Entire home/apt,Madrid,2025-03-05,00:00:00
804681,Carlos,40.47281,-3.58827,$27.00,29,1,60,2025-03-11,Private room,Madrid,2025-04-29,00:00:00
375472,Margarita,40.40334,-3.70254,,0,150,5,2025-03-12,Private room,Madrid,2025-04-30,00:00:00
376379,Laura,40.41115,-3.69673,$70.00,4,39,7,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
398450,Nuria,40.42788,-3.70933,$75.00,1,350,4,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
402588,Mad4Rent,40.4149,-3.70331,$102.00,6,242,7,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
404569,Mad4Rent,40.42552,-3.70589,$116.00,0,103,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
406341,Fernando,40.42978,-3.67817,$28.00,0,210,4,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
414763,Mad4Rent,40.41281,-3.70749,$98.00,3,117,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
429306,Lola,40.43028,-3.70732,$129.00,0,246,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
814647,Raquel,40.4403,-3.63464,,0,0,90,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
814870,Carmen,40.4077,-3.68473,$42.00,0,217,1,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
817184,Miguel,40.4112,-3.69567,,0,365,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
817848,Luisa,40.42171,-3.69823,$100.00,1,272,7,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
821860,Mariano,40.41013,-3.70453,$65.00,1,475,3,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
833871,Miguel,40.42556,-3.70175,$67.00,2,309,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
834562,Vicente,40.46913,-3.58258,$166.00,9,290,2,2025-03-05,Entire home/apt,Madrid,2025-04-30,00:00:00
834675,Victoria,40.39826,-3.66722,$36.00,29,192,2,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
835333,Fernando,40.41901,-3.70631,$94.00,0,422,1,2025-03-12,Entire home/apt,Madrid,2025-04-30,00:00:00
449218,Marina,40.42849,-3.70183,$64.00,2,474,4,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
456165,Agata,40.39032,-3.71382,,0,18,2,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
459362,Mad4Rent,40.41592,-3.70177,$127.00,6,129,7,2025-03-06,Entire home/apt,Madrid,2025-04-29,00:00:00
462072,José Manuel,40.40869,-3.71073,$152.00,5,205,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
469231,Mad4Rent,40.41941,-3.70823,$120.00,16,75,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
470132,Rodrigo,40.41018,-3.70164,$87.00,4,53,31,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
838698,Carmen,40.40646,-3.68289,$38.00,3,855,1,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
838712,Carmen,40.40625,-3.68479,$25.00,5,216,1,2025-03-10,Private room,Madrid,2025-04-30,00:00:00
840561,María,40.44919,-3.71006,,0,5,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
842078,Vale,40.41726,-3.70269,$96.00,0,39,90,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
846558,Ernesto,40.41858,-3.70077,$60.00,20,602,5,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
847273,Francisco,40.40721,-3.64994,$190.00,12,209,3,2025-03-05,Entire home/apt,Madrid,2025-03-05,00:00:00
848480,Fernando,40.41888,-3.70645,$300.00,0,104,2,2025-03-06,Entire home/apt,Madrid,2025-04-30,00:00:00
862462,José & María,40.40964,-3.71139,$63.00,7,475,2,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
862752,José,40.40196,-3.6974,$40.00,0,125,2,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
471198,Mad4Rent,40.42359,-3.70537,$118.00,0,55,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
471328,Mad4Rent,40.41628,-3.70364,$109.00,0,199,7,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
479718,Jesús,40.43202,-3.60353,$76.00,29,26,1,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
491070,Ignacio,40.42885,-3.70479,$76.00,0,23,90,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
502918,Elvira,40.41155,-3.69492,$56.00,0,177,3,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
506956,Nieves,40.44117,-3.64841,$97.00,11,698,1,2025-03-11,Entire home/apt,Madrid,2025-04-30,00:00:00
507614,Moises&Cristina + Little Sophie&Eli,40.42323,-3.70434,$114.00,3,48,15,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
510973,Ruben,40.41412,-3.70057,$67.00,30,21,1,2025-03-06,Private room,Madrid,2025-04-29,00:00:00
514917,Abdel,40.40445,-3.7398,$30.00,0,26,4,2025-03-11,Private room,Madrid,2025-04-30,00:00:00
522563,Xuan,40.41152,-3.70991,$176.00,24,116,4,2025-03-10,Entire home/apt,Madrid,2025-04-30,00:00:00
864488,Juan Carlos,40.40956,-3.7009,$78.00,3,563,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
867629,Luis,40.42106,-3.71121,"$1,131.00",30,45,1,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
871387,Nicasio,40.424084,-3.708346,$114.00,8,311,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
874029,Prado,40.4449,-3.63508,$75.00,0,94,2,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
874273,Francisco,40.41596,-3.70431,$148.00,16,175,2,2025-03-06,Entire home/apt,Madrid,2025-04-30,00:00:00
874842,M Victoria,40.4256315,-3.6714298,$95.00,0,4,5,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
886019,Hortensia,40.43808364868164,-3.71245002746582,$94.00,0,52,4,2025-03-05,Entire home/apt,Madrid,2025-03-05,00:00:00
888289,María,40.42656,-3.7036,$204.00,0,517,3,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
891946,Inma,40.42849,-3.70194,$80.00,0,6,2,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
524003,Angel,40.41327,-3.70223,$81.00,14,579,2,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
526162,David,40.4057,-3.67605,,0,1,2,2025-03-10,Private room,Madrid,2025-04-29,00:00:00
526513,Rut Y Oscar,40.41604,-3.70834,$132.00,1,863,2,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
892453,Ivaylo,40.40726,-3.74174,,0,10,3,2025-03-12,Private room,Madrid,2025-04-30,00:00:00
896209,Sofia,40.47058,-3.68539,$65.00,0,101,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
903707,Angel,40.40766,-3.69952,$85.00,0,81,10,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
904741,Alicia,40.41845,-3.70544,$154.00,4,531,2,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
904769,Alicia,40.41866,-3.70547,$85.00,3,541,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
904775,Alicia,40.42062,-3.70766,$222.00,6,482,2,2025-03-09,Entire home/apt,Madrid,2025-04-29,00:00:00
913536,Henar,40.42157,-3.70539,,0,13,1,2025-03-07,Private room,Madrid,2025-04-30,00:00:00
914057,Josefa,40.38901,-3.64185,$29.00,0,224,1,2025-03-12,Private room,Madrid,2025-04-29,00:00:00
923140,Jorge & Angelina,40.42194,-3.70194,$225.00,7,195,5,2025-03-08,Entire home/apt,Madrid,2025-04-29,00:00:00
531677,David,40.42286,-3.70236,,1,599,4,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
540937,,40.40954,-3.70096,$63.00,10,361,2,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
544736,Rocio,40.45841,-3.67598,$32.00,1,99,3,2025-03-12,Private room,Madrid,2025-04-30,00:00:00
552183,Belén,40.41309,-3.69775,$46.00,9,408,3,2025-03-08,Private room,Madrid,2025-04-30,00:00:00
560941,Gabriel,40.42296831342578,-3.690953727258608,$169.00,4,42,1,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
565152,Wanda,40.40683,-3.69932,$65.00,0,261,4,2025-03-10,Entire home/apt,Madrid,2025-04-30,00:00:00
568190,Pilar,40.41016,-3.72863,$19.00,0,195,2,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
572048,Alfredo,40.42993,-3.70339,,0,0,3,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
925250,Kristian,40.41538,-3.70351,$67.00,15,709,1,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
925339,Maria Jose,40.4236378,-3.7018958,,0,232,1,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
933326,M. Guadalupe,40.40546,-3.69213,,0,114,3,2025-03-07,Entire home/apt,Madrid,2025-04-29,00:00:00
938410,Antonio Jose,40.42722,-3.68388,$277.00,15,33,5,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
948141,Marga,40.42681,-3.7025,$189.00,16,280,1,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
948963,Ivaylo,40.40777,-3.74013,,0,211,2,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
958020,Isabel,40.42744,-3.70658,$73.00,6,284,7,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
576487,Pilar,40.4739,-3.57583,$86.00,15,777,1,2025-03-12,Entire home/apt,Madrid,2025-04-30,00:00:00
578731,Santiago,40.42551,-3.70812,$126.00,12,460,2,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
588382,Ane,40.41151,-3.70257,,0,5,2,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
588518,Ana,40.4158,-3.70962,$214.00,2,83,4,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
590710,Amparo,40.36725,-3.68875,$47.00,2,94,4,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
594298,Fernando,40.41906,-3.70627,$145.00,3,581,1,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
979312,Leyla,40.43358,-3.70524,,0,1,1,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
983019,Óscar,40.40215,-3.66263,,5,84,4,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
983410,David,40.45126,-3.69369,$73.00,4,603,5,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
989063,Nuria,40.44796,-3.66138,,0,0,300,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
1037715,Myriam,40.41095,-3.71199,,30,43,100,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
1044902,Masia,40.46549,-3.75115,,0,0,2,2025-03-12,Private room,Madrid,2025-03-12,00:00:00
1053180,Federico,40.41045,-3.7057,$136.00,15,364,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1053662,Cono,40.44338,-3.69662,$64.00,0,21,1,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
1055724,Antonia,40.43542,-3.70755,$47.00,0,35,2,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
1057560,Soledad,40.42001,-3.70824,$143.00,1,322,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1569343,Fernando,40.42929,-3.67663,$108.00,0,109,5,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
1579108,Omar,40.42171,-3.70564,$86.00,0,218,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1593044,David,40.43778,-3.71294,$209.00,29,35,1,2025-03-07,Entire home/apt,Madrid,2025-03-07,00:00:00
1595592,Ana,40.44544,-3.5861,,0,2,5,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
1607436,Gabrielle,40.42595,-3.7053,,0,50,3,2025-03-10,Private room,Madrid,2025-04-30,00:00:00
1609815,Miguel Angel,40.41697,-3.67319,$57.00,7,241,2,2025-03-07,Private room,Madrid,2025-03-07,00:00:00
1621371,Alfonso & Guillermo,40.42063,-3.71193,$127.00,1,167,3,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
1065918,Apartamentos Day Madrid,40.421505,-3.704962,$159.00,22,559,1,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
1067941,Jose,40.46544,-3.69534,$119.00,0,74,1,2025-03-05,Entire home/apt,Madrid,2025-04-29,00:00:00
1069174,Helena,40.41328,-3.69498,$108.00,13,332,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1079119,Concepción,40.43747,-3.69949,$143.00,25,49,5,2025-03-11,Entire home/apt,Madrid,2025-03-11,00:00:00
1082942,Martin,40.40912,-3.70074,$83.00,1,109,30,2025-03-06,Entire home/apt,Madrid,2025-04-30,00:00:00
1085217,Eugenia,40.42463,-3.69692,$34.00,29,31,60,2025-03-06,Private room,Madrid,2025-03-06,00:00:00
1085898,Sylvia,40.41301,-3.70848,$122.00,0,40,5,2025-03-10,Entire home/apt,Madrid,2025-03-10,00:00:00
1086060,Rosario,40.41354,-3.7079,$91.00,4,81,4,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1622564,Alfonso & Guillermo,40.42152633589287,-3.71198815447068,$149.00,0,185,4,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
1623202,Proarquinsa,40.40366,-3.7059,$108.00,13,99,3,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1628485,Myrko,40.41856630367691,-3.709107643183609,$151.00,30,213,1,2025-03-10,Private room,Madrid,2025-03-10,00:00:00
1630249,Esteban,40.42642,-3.71578,,0,6,3,2025-03-10,Entire home/apt,Madrid,2025-04-29,00:00:00
1636170,Carmen,40.4163,-3.70046,$189.00,7,80,2,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
1086124,Sylvia,40.41368,-3.70544,$100.00,13,36,5,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
1087049,Sylvia,40.41353,-3.70715,$202.00,2,82,5,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
1092467,Fernando,40.41936,-3.70752,$73.00,2,178,2,2025-03-08,Entire home/apt,Madrid,2025-04-29,00:00:00
1092967,Joan,40.40842416579815,-3.705641127413188,$110.00,29,99,31,2025-03-08,Entire home/apt,Madrid,2025-03-08,00:00:00
1106495,Antonio,40.42117,-3.71103,$70.00,22,282,2,2025-03-06,Entire home/apt,Madrid,2025-03-06,00:00:00
1112289,José,40.40259,-3.6642,$33.00,0,89,180,2025-03-12,Private room,Madrid,2025-04-30,00:00:00
1121429,Silmara,40.4175,-3.7093,$75.00,9,347,4,2025-03-12,Entire home/apt,Madrid,2025-03-12,00:00:00
1126038,Maria,40.42414,-3.67547,$17.00,15,18,30,2025-03-05,Private room,Madrid,2025-03-05,00:00:00
